Year,Site,Group,Soil_Type,fCO2,log10fCO2
2018,GBSN,Terrace Springs,Travertine,2.88,0.459392488
2018,GBSN,Terrace Springs,Travertine,4.56,0.658964843
2018,GBSN,Terrace Springs,Travertine,2.16,0.334453751
2018,GBSN,Terrace Springs,Travertine,0.24,-0.619788758
2018,MMTH,Mammoth Hot Springs,Travertine,8.4,0.924279286
2018,MMTH,Mammoth Hot Springs,Travertine,28.8,1.459392488
2018,MMTH,Mammoth Hot Springs,Travertine,21.84,1.339252634
2018,MMTH,Mammoth Hot Springs,Travertine,6.48,0.811575006
2018,MMTH,Mammoth Hot Springs,Travertine,30.24,1.480581787
2018,MMTH,Mammoth Hot Springs,Travertine,0.48,-0.318758763
2018,MMTH,Mammoth Hot Springs,Travertine,,
2018,MMTH,Mammoth Hot Springs,Travertine,7.2,0.857332496
2018,MMTH,Mammoth Hot Springs,Travertine,1.44,0.158362492
2018,MMTH,Mammoth Hot Springs,Travertine,8.16,0.911690159
2018,MMTH,Mammoth Hot Springs,Travertine,2.64,0.421603927
2018,MMTH,Mammoth Hot Springs,Travertine,,
2018,MMTH,Mammoth Hot Springs,Travertine,,
2018,NEER,Northeast Entrance Road,Unclassified,31.92,1.504062883
2018,NEER,Northeast Entrance Road,Unclassified,27.84,1.444669231
2018,NEER,Northeast Entrance Road,Unclassified,15.12,1.179551791
2018,NEER,Northeast Entrance Road,Unclassified,31.68,1.500785173
2018,NEER,Northeast Entrance Road,Unclassified,19.92,1.299289334
2018,NEER,Northeast Entrance Road,Unclassified,47.28,1.674677468
2018,NEER,Northeast Entrance Road,Unclassified,42.24,1.62572391
2018,NEER,Northeast Entrance Road,Unclassified,18.96,1.277838333
2018,NEER,Northeast Entrance Road,Unclassified,7.44,0.871572936
2018,NEER,Northeast Entrance Road,Unclassified,8.64,0.936513742
2018,NEER,Northeast Entrance Road,Unclassified,13.92,1.143639235
2018,NEER,Northeast Entrance Road,Unclassified,6.96,0.84260924
2018,NEER,Northeast Entrance Road,Unclassified,7.68,0.88536122
2018,NEER,Northeast Entrance Road,Unclassified,4.56,0.658964843
2018,NEER,Northeast Entrance Road,Unclassified,42.24,1.62572391
2018,NEER,Northeast Entrance Road,Unclassified,15.12,1.179551791
2018,NEER,Northeast Entrance Road,Unclassified,3.36,0.526339277
2018,NEER,Northeast Entrance Road,Unclassified,5.04,0.702430536
2018,NEER,Northeast Entrance Road,Unclassified,4.08,0.610660163
2018,NEER,Northeast Entrance Road,Unclassified,3.36,0.526339277
2018,NEER,Northeast Entrance Road,Unclassified,5.28,0.722633923
2018,NEER,Northeast Entrance Road,Unclassified,8.16,0.911690159
2018,NEER,Northeast Entrance Road,Unclassified,13.92,1.143639235
2018,NEER,Northeast Entrance Road,Unclassified,8.4,0.924279286
2018,NEER,Northeast Entrance Road,Unclassified,19.92,1.299289334
2018,NEER,Northeast Entrance Road,Unclassified,27.84,1.444669231
2018,NEER,Northeast Entrance Road,Unclassified,15.12,1.179551791
2018,NEER,Northeast Entrance Road,Unclassified,9.12,0.959994838
2018,NEER,Northeast Entrance Road,Unclassified,19.92,1.299289334
2018,NEER,Northeast Entrance Road,Unclassified,14.88,1.172602931
2018,NEER,Northeast Entrance Road,Unclassified,42.24,1.62572391
2018,NEER,Northeast Entrance Road,Unclassified,18.96,1.277838333
2018,NEER,Northeast Entrance Road,Unclassified,19.44,1.288696261
2018,NEER,Northeast Entrance Road,Unclassified,9.12,0.959994838
2018,NEER,Northeast Entrance Road,Unclassified,42,1.62324929
2018,NEER,Northeast Entrance Road,Unclassified,40.08,1.602927713
2018,NEER,Northeast Entrance Road,Unclassified,57.36,1.758609143
2018,NEER,Northeast Entrance Road,Unclassified,5.04,0.702430536
2018,NEER,Northeast Entrance Road,Unclassified,36,1.556302501
2018,NEER,Northeast Entrance Road,Unclassified,48.72,1.68770728
2018,NEER,Northeast Entrance Road,Unclassified,5.52,0.741939078
2018,NEER,Northeast Entrance Road,Unclassified,9.12,0.959994838
2018,NEER,Northeast Entrance Road,Unclassified,5.76,0.760422483
2018,NEER,Northeast Entrance Road,Unclassified,4.56,0.658964843
2018,NEER,Northeast Entrance Road,Unclassified,4.8,0.681241237
2018,NEER,Northeast Entrance Road,Unclassified,5.04,0.702430536
2018,NEER,Northeast Entrance Road,Unclassified,5.52,0.741939078
2018,NEER,Northeast Entrance Road,Unclassified,0.24,-0.619788758
2018,NEER,Northeast Entrance Road,Unclassified,15.6,1.193124598
2018,NEER,Northeast Entrance Road,Unclassified,14.64,1.165541077
2018,NEER,Northeast Entrance Road,Unclassified,9.36,0.971275849
2018,NEER,Northeast Entrance Road,Unclassified,16.8,1.225309282
2018,NEER,Northeast Entrance Road,Unclassified,10.56,1.023663918
2018,NEER,Northeast Entrance Road,Unclassified,19.44,1.288696261
2018,NEER,Northeast Entrance Road,Unclassified,18.24,1.261024834
2018,NEER,Northeast Entrance Road,Unclassified,14.16,1.151063253
2018,NEER,Northeast Entrance Road,Unclassified,35.52,1.550472957
2018,NEER,Northeast Entrance Road,Unclassified,41.04,1.613207352
2018,NEER,Northeast Entrance Road,Unclassified,31.2,1.494154594
2018,NEER,Northeast Entrance Road,Unclassified,25.92,1.413634997
2018,NEER,Northeast Entrance Road,Unclassified,72,1.857332496
2018,NEER,Northeast Entrance Road,Unclassified,25.92,1.413634997
2018,NEER,Northeast Entrance Road,Unclassified,28.08,1.448397103
2018,NEER,Northeast Entrance Road,Unclassified,39.6,1.597695186
